FullGeoName,key_plot_id,source,sewershed,location,sample_collect_date,first_sample_collect_date,submission_date,population_served,pos_samples,total_samples,percent_detections,pcr_target_detect_cat,latitude,longitude,pcr_target,counties,jurisdiction
,NWSS_nj_2355_Treatment plant_post grit removal,NWSS,ID:2355,Treatment plant,2024-07-10,2023-06-07,2024-07-23T16:03:29.000Z,204148,0,3,0.0,No detection,40.619033,-74.26884100000001,nvo,Union,New Jersey
,CDC_VERILY_ca_2487_Treatment plant_post grit removal,CDC_VERILY,ID:2487,Treatment plant,2024-07-18,2023-11-21,2024-07-20T21:49:17.392Z,16000,0,6,0.0,No detection,36.552661,-121.927555,nvo,Monterey,California
,WWS_fl_711_Treatment plant_post grit removal,WWS,ID:711 -B,Treatment plant,2024-07-16,2023-01-22,2024-07-21T01:16:01.201Z,829725,0,8,0.0,No detection,25.703618,-80.173335,hmpxv clade ii,Miami-Dade,Florida
,NWSS_nj_1322_Treatment plant_raw wastewater,NWSS,ID:1322,Treatment plant,2024-07-16,2023-02-07,2024-07-23T16:03:29.000Z,1300000,0,5,0.0,No detection,40.649342000000004,-74.22866900000001,nvo,"Essex, Union",New Jersey
,WWS_ca_1173_Treatment plant_primary sludge,WWS,ID:1173 -B,Treatment plant,2024-06-25,2022-07-08,2024-06-28T01:16:55.158Z,484800,0,9,0.0,No recent data,37.983941,-122.132576,hmpxv clade ii,Contra Costa,California
,CDC_VERILY_ma_2522_Treatment plant_post grit removal,CDC_VERILY,ID:2522,Treatment plant,2024-07-22,2023-12-11,2024-07-24T05:51:15.286Z,55000,0,7,0.0,No detection,42.154892000000004,-72.655621,nvo,Hampden,Massachusetts
,WWS_ny_2608_Treatment plant_post grit removal,WWS,ID:2608,Treatment plant,2024-07-17,2023-08-28,2024-07-21T01:16:01.201Z,90000,0,5,0.0,No detection,42.391354,-76.492199,hmpxv clade ii,Tompkins,New York
,WWS_ak_2609_Treatment plant_post grit removal,WWS,ID:2609,Treatment plant,2024-07-17,2023-05-24,2024-07-21T01:16:01.201Z,220000,0,8,0.0,No detection,61.168269,-149.95620799999998,hmpxv clade ii,Anchorage,Alaska
,NWSS_wa_755_Treatment plant_raw wastewater,NWSS,ID:755,Treatment plant,2024-07-11,2022-10-25,2024-07-17T16:15:19.000Z,15000,0,4,0.0,No detection,46.305946999999996,-119.37683299999999,hmpxv,Benton,Washington
,CDC_VERILY_nc_1223_Treatment plant_post grit removal,CDC_VERILY,ID:1223,Treatment plant,2024-07-18,2022-11-16,2024-07-20T21:49:17.392Z,21000,0,7,0.0,No detection,35.689321,-80.4468,nvo,Rowan,North Carolina
,WWS_tx_1949_Treatment plant_post grit removal,WWS,ID:1949,Treatment plant,2024-06-28,2023-02-20,2024-07-07T01:25:43.911Z,15000,0,1,0.0,No recent data,30.202233,-95.408023,hmpxv clade ii,Montgomery,Texas
,NWSS_wa_2414_Treatment plant_raw wastewater,NWSS,ID:2414,Treatment plant,2024-07-11,2023-09-19,2024-07-17T16:15:19.000Z,20000,0,3,0.0,No detection,48.171498,-121.965029,hmpxv,Snohomish,Washington
,CDC_VERILY_ca_2526_Treatment plant_post grit removal,CDC_VERILY,ID:2526,Treatment plant,2024-07-18,2023-12-12,2024-07-20T21:49:17.392Z,250000,0,7,0.0,No detection,34.144821,-119.127726,nvo,Ventura,California
,CDC_VERILY_la_2659_Treatment plant_post grit removal,CDC_VERILY,ID:2659,Treatment plant,2024-07-22,2024-02-05,2024-07-24T05:20:17.101Z,20000,0,7,0.0,No detection,30.14709,-92.014893,nvo,Lafayette,Louisiana
,CDC_VERILY_ar_1546_Treatment plant_raw wastewater,CDC_VERILY,ID:1546,Treatment plant,2024-07-22,2022-11-08,2024-07-24T05:51:15.286Z,18463,0,7,0.0,No detection,34.863721000000005,-92.380458,nvo,Pulaski,Arkansas
,CDC_VERILY_la_1650_Treatment plant_post grit removal,CDC_VERILY,ID:1650,Treatment plant,2024-07-22,2022-11-29,2024-07-24T05:51:15.286Z,13000,0,7,0.0,No detection,30.225035000000002,-92.076054,nvo,Lafayette,Louisiana
,WWS_mn_1886_Treatment plant_post grit removal,WWS,ID:1886,Treatment plant,2024-07-17,2022-11-04,2024-07-21T01:16:01.201Z,120000,0,9,0.0,No detection,44.075285,-92.51627599999999,hmpxv clade ii,Olmsted,Minnesota
,NWSS_nc_93_Treatment plant_raw wastewater,NWSS,ID:93,Treatment plant,2024-06-06,2023-10-30,2024-06-14T16:25:16.000Z,182501,0,2,0.0,No recent data,35.155393000000004,-80.859519,nvo,Mecklenburg,North Carolina
,WWS_al_1718_Treatment plant_post grit removal,WWS,ID:1718,Treatment plant,2024-07-17,2022-08-15,2024-07-21T01:16:01.201Z,225000,0,9,0.0,No detection,33.469668999999996,-86.95656299999999,hmpxv clade ii,Jefferson,Alabama
,WWS_nj_1907_Treatment plant_primary sludge,WWS,ID:1907,Treatment plant,2024-07-17,2022-12-05,2024-07-21T01:16:01.201Z,52672,0,9,0.0,No detection,40.262461,-74.123374,hmpxv clade ii,Monmouth,New Jersey
,WWS_ks_1813_Treatment plant_post grit removal,WWS,ID:1813,Treatment plant,2024-07-11,2023-01-09,2024-07-14T01:18:20.516Z,15000,0,6,0.0,No detection,39.153012000000004,-94.829599,hmpxv clade ii,Wyandotte,Kansas
,WWS_de_1930_Treatment plant_primary sludge,WWS,ID:1930,Treatment plant,2024-07-17,2023-02-08,2024-07-21T01:16:01.201Z,13172,0,9,0.0,No detection,38.637769999999996,-75.62948,hmpxv clade ii,Sussex,Delaware
,CDC_VERILY_md_1268_Treatment plant_post grit removal,CDC_VERILY,ID:1268,Treatment plant,2024-07-18,2022-11-15,2024-07-20T21:49:17.392Z,150078,0,6,0.0,No detection,39.05691,-76.577137,nvo,Anne Arundel,Maryland
,WWS_id_1842_Treatment plant_post grit removal,WWS,ID:1842,Treatment plant,2024-07-17,2023-01-16,2024-07-21T01:16:01.201Z,186901,0,9,0.0,No detection,43.63864,-116.27647400000001,hmpxv clade ii,Ada,Idaho
,NWSS_nj_2349_Treatment plant_raw wastewater,NWSS,ID:2349,Treatment plant,2024-07-11,2023-07-13,2024-07-23T16:03:29.000Z,12000,0,4,0.0,No detection,39.575416000000004,-74.707161,nvo,Atlantic,New Jersey
,WWS_fl_1552_Treatment plant_post grit removal,WWS,ID:1552 -B,Treatment plant,2024-07-16,2023-07-11,2024-07-21T01:16:01.201Z,212065,0,9,0.0,No detection,30.122735,-84.40262899999999,hmpxv clade ii,Leon,Florida
,WWS_fl_1897_Treatment plant_post grit removal,WWS,ID:1897,Treatment plant,2024-07-17,2022-09-14,2024-07-21T01:16:01.201Z,90000,0,9,0.0,No detection,26.634975,-80.420869,hmpxv clade ii,Palm Beach,Florida
,CDC_VERILY_ca_2594_Treatment plant_post grit removal,CDC_VERILY,ID:2594,Treatment plant,2024-07-17,2023-12-05,2024-07-19T05:15:44.120Z,39000,0,5,0.0,No detection,35.10944799999999,-120.607302,nvo,San Luis Obispo,California
,CDC_VERILY_hi_2610_Treatment plant_post grit removal,CDC_VERILY,ID:2610,Treatment plant,2024-07-17,2024-02-12,2024-07-20T21:49:17.392Z,101000,0,6,0.0,No detection,21.600884,-158.050881,nvo,Honolulu,Hawaii
,CDC_VERILY_me_347_Treatment plant_post grit removal,CDC_VERILY,ID:347,Treatment plant,2024-07-18,2022-11-30,2024-07-20T20:49:02.968Z,7000,0,6,0.0,No detection,44.125607,-69.071888,nvo,Knox,Maine
,CDC_VERILY_pa_1083_Treatment plant_post grit removal,CDC_VERILY,ID:1083,Treatment plant,2024-07-18,2023-12-05,2024-07-20T21:49:17.392Z,13000,0,7,0.0,No detection,40.222546,-75.236277,nvo,Montgomery,Pennsylvania
,WWS_hi_1208_Treatment plant_post grit removal,WWS,ID:1208 -B,Treatment plant,2024-06-26,2023-06-26,2024-06-30T01:20:03.399Z,18000,0,13,0.0,No recent data,21.53884,-158.05361499999998,hmpxv clade ii,Honolulu,Hawaii
,WWS_ga_1663_Treatment plant_primary sludge,WWS,ID:1663,Treatment plant,2024-07-17,2022-07-11,2024-07-21T01:16:01.201Z,189593,0,9,0.0,No detection,34.044118,-84.36539499999999,hmpxv clade ii,Fulton,Georgia
,WWS_pa_1737_Treatment plant_post grit removal,WWS,ID:1737,Treatment plant,2024-07-16,2022-10-30,2024-07-21T01:16:01.201Z,220000,0,9,0.0,No detection,39.876417,-75.43838199999999,hmpxv clade ii,Delaware,Pennsylvania
,NWSS_wa_2424_Treatment plant_raw wastewater,NWSS,ID:2424,Treatment plant,2024-07-11,2023-10-03,2024-07-17T16:15:19.000Z,17000,0,4,0.0,No detection,48.510332,-122.603871,hmpxv,Skagit,Washington
,WWS_ar_2588_Treatment plant_post grit removal,WWS,ID:2588,Treatment plant,2024-07-17,2023-04-23,2024-07-21T01:16:01.201Z,15000,0,9,0.0,No detection,36.289685999999996,-93.097101,hmpxv clade ii,Boone,Arkansas
,WWS_mi_1691_Treatment plant_primary sludge,WWS,ID:1691,Treatment plant,2024-07-16,2022-07-07,2024-07-21T01:16:01.201Z,90000,0,8,0.0,No detection,42.266555000000004,-84.388007,hmpxv clade ii,Jackson,Michigan
,CDC_VERILY_ca_2623_Treatment plant_post grit removal,CDC_VERILY,ID:2623,Treatment plant,2024-07-17,2024-01-08,2024-07-19T05:15:44.120Z,12000,0,6,0.0,No detection,37.075147,-122.007716,nvo,Santa Cruz,California
,CDC_VERILY_hi_2675_Treatment plant_raw wastewater,CDC_VERILY,ID:2675,Treatment plant,2024-07-17,2024-02-12,2024-07-20T21:49:17.392Z,47000,0,6,0.0,No detection,21.432869,-158.172476,nvo,Honolulu,Hawaii
,WWS_va_1828_Treatment plant_primary sludge,WWS,ID:1828,Treatment plant,2024-07-17,2023-03-01,2024-07-21T01:16:01.201Z,50000,0,8,0.0,No detection,38.331578,-77.43521799999999,hmpxv clade ii,Stafford,Virginia
,WWS_ca_1882_Treatment plant_post grit removal,WWS,ID:1882,Treatment plant,2024-06-28,2022-09-14,2024-07-07T01:25:43.911Z,42000,0,1,0.0,No recent data,36.819998,-121.39236,hmpxv clade ii,San Benito,California
,WWS_ca_1910_Treatment plant_post grit removal,WWS,ID:1910,Treatment plant,2024-07-17,2022-12-02,2024-07-21T01:16:01.201Z,86000,0,9,0.0,No detection,37.548325999999996,-120.844783,hmpxv clade ii,Stanislaus,California
,CDC_VERILY_ia_2488_Treatment plant_raw wastewater,CDC_VERILY,ID:2488,Treatment plant,2024-07-18,2023-11-21,2024-07-20T20:49:02.968Z,110000,0,7,0.0,No detection,42.469137,-96.340835,nvo,"Dakota, Woodbury, Union","Nebraska, Iowa, South Dakota"
,WWS_ms_2480_Treatment plant_post grit removal,WWS,ID:2480,Treatment plant,2024-07-11,2023-11-12,2024-07-18T01:19:51.003Z,34333,0,7,0.0,No detection,30.546965,-88.697422,hmpxv clade ii,Jackson,Mississippi
,WWS_ca_1690_Treatment plant_post grit removal,WWS,ID:1690,Treatment plant,2024-07-17,2022-08-28,2024-07-21T01:16:01.201Z,4000000,0,8,0.0,No detection,33.794194,-118.297022,hmpxv clade ii,Los Angeles,California
,WWS_ia_1791_Treatment plant_post grit removal,WWS,ID:1791,Treatment plant,2024-07-17,2022-12-16,2024-07-21T01:16:01.201Z,25529,0,9,0.0,No detection,41.039853,-92.41114700000001,hmpxv clade ii,Wapello,Iowa
,WWS_ca_1885_Treatment plant_primary sludge,WWS,ID:1885,Treatment plant,2024-07-18,2022-07-11,2024-07-21T01:16:01.201Z,31037,0,9,0.0,No detection,35.631477999999994,-120.689073,hmpxv clade ii,San Luis Obispo,California
,WWS_id_1879_Treatment plant_primary sludge,WWS,ID:1879,Treatment plant,2024-07-16,2022-07-08,2024-07-19T01:21:14.107Z,50540,0,7,0.0,No detection,47.719080999999996,-116.774509,hmpxv clade ii,Kootenai,Idaho
,NWSS_nj_2377_Treatment plant_raw wastewater,NWSS,ID:2377,Treatment plant,2024-07-10,2023-08-15,2024-07-23T16:03:29.000Z,47357,0,5,0.0,No detection,40.213390999999994,-74.080431,nvo,Monmouth,New Jersey
,WWS_ca_802_Treatment plant_post grit removal,WWS,ID:802 -B,Treatment plant,2024-06-30,2022-07-07,2024-07-07T01:25:43.911Z,160000,0,2,0.0,No recent data,37.043028,-122.114006,hmpxv clade ii,Santa Cruz,California
,NWSS_il_675_Before treatment plant_171_raw wastewater,NWSS,ID:675 -U1,Before treatment plant,2024-06-24,2023-02-27,2024-06-28T13:56:04.000Z,29370,0,4,0.0,No recent data,41.820329,-87.67604,nvo,Cook,Illinois
,WWS_nc_2605_Treatment plant_primary sludge,WWS,ID:2605,Treatment plant,2024-07-17,2023-09-18,2024-07-21T01:16:01.201Z,50000,0,9,0.0,No detection,35.716344,-77.936709,hmpxv clade ii,Wilson,North Carolina
,NWSS_wa_2104_Treatment plant_raw wastewater,NWSS,ID:2104,Treatment plant,2024-07-11,2023-04-06,2024-07-17T16:15:19.000Z,21761,0,4,0.0,No detection,47.029284,-120.49882000000001,hmpxv,Kittitas,Washington
,NWSS_wa_2438_Treatment plant_post grit removal,NWSS,ID:2438,Treatment plant,2024-07-10,2023-10-09,2024-07-17T16:15:19.000Z,162100,0,3,0.0,No detection,45.766149000000006,-122.63221800000001,hmpxv,Clark,Washington
,NWSS_il_675_Before treatment plant_17_raw wastewater,NWSS,ID:675 -U3,Before treatment plant,2024-06-24,2023-02-27,2024-06-28T13:56:04.000Z,83455,2,4,50.0,No recent data,41.806889,-87.67876,nvo,Cook,Illinois
,NWSS_wa_2444_Treatment plant_raw wastewater,NWSS,ID:2444,Treatment plant,2024-07-10,2023-09-18,2024-07-17T16:15:19.000Z,173800,0,4,0.0,No detection,47.985021,-122.205995,hmpxv,Snohomish,Washington
,NWSS_tx_2809_Treatment plant_raw wastewater,NWSS,ID:2809,Treatment plant,2024-07-10,2024-06-11,2024-07-16T13:51:09.000Z,13502,0,2,0.0,No recent data,32.362897,-102.51977500000001,hmpxv clade i,Andrews,Texas
,NWSS_wa_760_Treatment plant_raw wastewater,NWSS,ID:760,Treatment plant,2024-07-12,2022-10-24,2024-07-17T16:15:19.000Z,120000,0,5,0.0,No detection,47.613475,-117.511057,hmpxv,Spokane,Washington
,NWSS_nj_1605_Treatment plant_raw wastewater,NWSS,ID:1605,Treatment plant,2024-07-15,2023-01-30,2024-07-23T16:03:29.000Z,564563,0,5,0.0,No detection,40.936761000000004,-74.071709,hmpxv,Bergen,New Jersey
,NWSS_nj_2107_Treatment plant_raw wastewater,NWSS,ID:2107,Treatment plant,2024-07-11,2023-03-09,2024-07-23T16:03:29.000Z,30000,0,4,0.0,No detection,39.37,-75.16194,nvo,Cumberland,New Jersey
,CDC_VERILY_pa_2494_Treatment plant_raw wastewater,CDC_VERILY,ID:2494,Treatment plant,2024-07-22,2023-11-27,2024-07-24T05:51:15.286Z,45000,0,6,0.0,No detection,40.697953,-80.107877,nvo,Butler,Pennsylvania
,WWS_wv_2604_Treatment plant_primary sludge,WWS,ID:2604,Treatment plant,2024-07-17,2023-04-10,2024-07-21T01:16:01.201Z,100000,0,9,0.0,No detection,40.113102999999995,-80.638039,hmpxv clade ii,Ohio,West Virginia
,NWSS_wa_2753_Treatment plant_raw wastewater,NWSS,ID:2753,Treatment plant,2024-07-10,2023-09-18,2024-07-17T16:15:19.000Z,7125,0,4,0.0,No detection,48.072588,-122.09512,hmpxv,"Island, Snohomish",Washington
,WWS_il_1721_Treatment plant_post grit removal,WWS,ID:1721,Treatment plant,2024-07-17,2022-09-14,2024-07-21T01:16:01.201Z,63000,0,9,0.0,No detection,41.830118999999996,-88.09947600000001,hmpxv clade ii,Du Page,Illinois
,WWS_fl_2359_Before treatment plant_553_post grit removal,WWS,ID:2359,Before treatment plant,2024-07-17,2023-08-07,2024-07-21T01:16:01.201Z,47790,0,9,0.0,No detection,27.739008,-82.69471499999999,hmpxv clade ii,Pinellas,Florida
,WWS_hi_790_Treatment plant_post grit removal,WWS,ID:790 -B,Treatment plant,2024-07-17,2023-06-26,2024-07-21T01:16:01.201Z,390000,0,9,0.0,No detection,21.372619,-157.896939,hmpxv clade ii,Honolulu,Hawaii
,CDC_VERILY_md_1262_Treatment plant_post grit removal,CDC_VERILY,ID:1262,Treatment plant,2024-07-16,2022-11-16,2024-07-18T06:15:29.795Z,11802,0,3,0.0,No detection,38.920113,-76.537009,nvo,Anne Arundel,Maryland
,WWS_ca_1869_Treatment plant_post grit removal,WWS,ID:1869,Treatment plant,2024-07-17,2023-01-25,2024-07-21T01:16:01.201Z,350000,0,9,0.0,No detection,33.744206,-116.064097,hmpxv clade ii,Riverside,California
,NWSS_nj_2400_Treatment plant_raw wastewater,NWSS,ID:2400,Treatment plant,2024-07-09,2023-08-29,2024-07-23T16:03:29.000Z,5500,0,2,0.0,No recent data,39.630777,-75.288743,hmpxv,Salem,New Jersey
,CDC_VERILY_sc_2564_Treatment plant_post grit removal,CDC_VERILY,ID:2564,Treatment plant,2024-07-22,2024-01-02,2024-07-24T05:51:15.286Z,12000,0,7,0.0,No detection,33.857935,-78.954167,nvo,Horry,South Carolina
,CDC_VERILY_la_1651_Treatment plant_post grit removal,CDC_VERILY,ID:1651,Treatment plant,2024-07-22,2022-11-29,2024-07-24T05:51:15.286Z,5000,0,7,0.0,No detection,30.24116,-92.030439,nvo,Lafayette,Louisiana
,WWS_nj_2222_Treatment plant_primary sludge,WWS,ID:2222,Treatment plant,2024-07-17,2023-04-28,2024-07-21T01:16:01.201Z,100000,0,9,0.0,No detection,40.428238,-74.194847,hmpxv clade ii,Monmouth,New Jersey
,WWS_ca_2783_Treatment plant_post grit removal,WWS,ID:2783,Treatment plant,2024-07-17,2022-07-10,2024-07-21T01:16:01.201Z,3500000,0,9,0.0,No detection,33.819357,-118.26739400000001,hmpxv clade ii,Los Angeles,California
,WWS_ca_363_Treatment plant_primary sludge,WWS,ID:363,Treatment plant,2024-07-20,2023-02-20,2024-07-23T01:24:21.131Z,750000,0,24,0.0,No detection,37.735029999999995,-122.377897,hmpxv clade ii,"San Francisco, San Mateo",California
,NWSS_wa_2445_Treatment plant_raw wastewater,NWSS,ID:2445,Treatment plant,2024-07-11,2023-10-03,2024-07-17T16:15:19.000Z,35600,0,4,0.0,No detection,48.444608,-122.20950400000001,hmpxv,Skagit,Washington
,WWS_ca_305_Treatment plant_primary sludge,WWS,ID:305,Treatment plant,2024-07-19,2023-02-19,2024-07-23T01:24:21.131Z,236000,0,23,0.0,No detection,37.463338,-122.14620500000001,hmpxv clade ii,Santa Clara,California
,NWSS_nj_2352_Treatment plant_raw wastewater,NWSS,ID:2352,Treatment plant,2024-07-11,2023-06-06,2024-07-23T16:03:29.000Z,30000,0,5,0.0,No detection,39.360361000000005,-75.04198000000001,hmpxv,Cumberland,New Jersey
,NWSS_wa_1143_Treatment plant_raw wastewater,NWSS,ID:1143,Treatment plant,2024-07-11,2022-10-24,2024-07-17T16:15:19.000Z,43000,0,4,0.0,No detection,47.211382,-122.323068,hmpxv,Pierce,Washington
,WWS_ut_1877_Treatment plant_primary sludge,WWS,ID:1877,Treatment plant,2024-07-17,2022-10-31,2024-07-21T01:16:01.201Z,600000,0,9,0.0,No detection,40.636217,-111.904408,hmpxv clade ii,Salt Lake,Utah
,NWSS_tx_2812_Treatment plant_raw wastewater,NWSS,ID:2812,Treatment plant,2024-07-10,2024-06-11,2024-07-16T13:51:09.000Z,70000,0,2,0.0,No recent data,26.337244000000002,-98.22912799999999,hmpxv clade i,Hidalgo,Texas
,WWS_tx_2325_Treatment plant_post grit removal,WWS,ID:2325,Treatment plant,2024-07-17,2023-06-28,2024-07-21T01:16:01.201Z,270000,0,9,0.0,No detection,32.738881,-96.793919,hmpxv clade ii,Dallas,Texas
,CDC_VERILY_ca_2680_Treatment plant_post grit removal,CDC_VERILY,ID:2680,Treatment plant,2024-07-15,2024-03-01,2024-07-19T05:15:44.120Z,237800,0,6,0.0,No detection,38.400313000000004,-122.736129,nvo,Sonoma,California
,WWS_fl_781_Treatment plant_post grit removal,WWS,ID:781 -B,Treatment plant,2024-07-17,2023-01-16,2024-07-21T01:16:01.201Z,776150,0,9,0.0,No detection,25.946419000000002,-80.136107,hmpxv clade ii,Miami-Dade,Florida
,WWS_ca_779_Treatment plant_post grit removal,WWS,ID:779 -B,Treatment plant,2024-06-27,2022-09-12,2024-06-30T01:20:03.399Z,200000,0,1,0.0,No recent data,33.780114,-118.287342,hmpxv clade ii,Los Angeles,California
,NWSS_nc_94_Treatment plant_raw wastewater,NWSS,ID:94,Treatment plant,2024-06-06,2023-10-30,2024-06-14T16:25:16.000Z,120000,0,2,0.0,No recent data,35.318191,-80.75787899999999,nvo,Mecklenburg,North Carolina
,NWSS_wa_1635_Treatment plant_raw wastewater,NWSS,ID:1635,Treatment plant,2024-07-11,2022-10-30,2024-07-17T16:15:19.000Z,117072,0,4,0.0,No detection,46.636316,-120.72755699999999,hmpxv,Yakima,Washington
,CDC_VERILY_ca_2638_Treatment plant_post grit removal,CDC_VERILY,ID:2638,Treatment plant,2024-07-16,2024-01-29,2024-07-19T05:15:44.120Z,30000,0,5,0.0,No detection,38.923587,-120.04355199999999,nvo,El Dorado,California
,CDC_VERILY_ks_2670_Treatment plant_raw wastewater,CDC_VERILY,ID:2670,Treatment plant,2024-07-17,2023-11-13,2024-07-20T21:49:17.392Z,95000,0,5,0.0,No detection,39.075757,-95.629877,nvo,Shawnee,Kansas
,WWS_nj_2619_Treatment plant_post grit removal,WWS,ID:2619,Treatment plant,2024-07-15,2023-05-15,2024-07-18T01:19:51.003Z,130000,0,7,0.0,No detection,40.595222,-74.618238,hmpxv clade ii,Somerset,New Jersey
,CDC_VERILY_ar_2631_Treatment plant_post grit removal,CDC_VERILY,ID:2631,Treatment plant,2024-07-17,2024-01-09,2024-07-20T20:49:02.968Z,25000,0,6,0.0,No detection,36.113502,-90.560132,nvo,Greene,Arkansas
,CDC_VERILY_me_65_Treatment plant_raw wastewater,CDC_VERILY,ID:65,Treatment plant,2024-07-18,2022-11-29,2024-07-20T21:49:17.392Z,2222,0,6,0.0,No detection,43.957527,-69.507161,nvo,Lincoln,Maine
,CDC_VERILY_fl_671_Treatment plant_raw wastewater,CDC_VERILY,ID:671,Treatment plant,2024-07-21,2024-01-07,2024-07-24T05:51:15.286Z,463672,0,6,0.0,No detection,28.462317,-81.47668,nvo,Orange,Florida
,CDC_VERILY_la_2665_Treatment plant_post grit removal,CDC_VERILY,ID:2665,Treatment plant,2024-07-18,2024-02-23,2024-07-20T21:49:17.392Z,15000,0,6,0.0,No detection,30.353479,-89.969735,nvo,Saint Tammany,Louisiana
,NWSS_wa_351_Treatment plant_raw wastewater,NWSS,ID:351,Treatment plant,2024-07-11,2023-10-03,2024-07-17T16:15:19.000Z,120000,0,4,0.0,No detection,45.755517000000005,-122.692481,hmpxv,Clark,Washington
,WWS_mn_2263_Treatment plant_primary sludge,WWS,ID:2263,Treatment plant,2024-07-17,2023-05-08,2024-07-21T01:16:01.201Z,16000,0,9,0.0,No detection,44.512309,-92.532054,hmpxv clade ii,Goodhue,Minnesota
,WWS_la_2618_Treatment plant_post grit removal,WWS,ID:2618,Treatment plant,2024-07-17,2023-11-27,2024-07-21T01:16:01.201Z,50591,0,9,0.0,No detection,29.915513,-89.957843,hmpxv clade ii,Orleans,Louisiana
,NWSS_nc_334_Treatment plant_raw wastewater,NWSS,ID:334,Treatment plant,2024-06-06,2023-12-21,2024-06-14T16:25:16.000Z,30655,0,2,0.0,No recent data,35.856121,-78.574894,nvo,Wake,North Carolina
,CDC_VERILY_ar_1542_Treatment plant_post grit removal,CDC_VERILY,ID:1542,Treatment plant,2024-07-22,2022-11-08,2024-07-24T05:20:17.101Z,30377,0,7,0.0,No detection,34.769031,-92.16276500000001,nvo,Pulaski,Arkansas
,NWSS_nc_92_Treatment plant_raw wastewater,NWSS,ID:92,Treatment plant,2024-06-06,2023-10-30,2024-06-14T16:25:16.000Z,68685,0,2,0.0,No recent data,35.403791,-80.861457,nvo,Mecklenburg,North Carolina
,NWSS_tx_2807_Treatment plant_raw wastewater,NWSS,ID:2807,Treatment plant,2024-07-10,2024-06-25,2024-07-16T13:51:09.000Z,112193,0,4,0.0,No detection,29.939837999999998,-94.179734,hmpxv clade i,Jefferson,Texas
,CDC_VERILY_nc_2596_Treatment plant_post grit removal,CDC_VERILY,ID:2596,Treatment plant,2024-07-22,2023-12-06,2024-07-24T05:51:15.286Z,10000,0,7,0.0,No detection,34.77531,-77.930187,nvo,"Pender, Duplin",North Carolina
,NWSS_wa_676_Treatment plant_post grit removal,NWSS,ID:676,Treatment plant,2024-07-10,2023-09-18,2024-07-17T16:15:19.000Z,288000,0,4,0.0,No detection,47.739341,-122.094234,hmpxv,"King, Snohomish",Washington
,WWS_in_1738_Treatment plant_post grit removal,WWS,ID:1738,Treatment plant,2024-07-17,2022-10-26,2024-07-21T01:16:01.201Z,25000,0,9,0.0,No detection,38.414629000000005,-85.727468,hmpxv clade ii,Clark,Indiana
,WWS_wa_2602_Treatment plant_post grit removal,WWS,ID:2602,Treatment plant,2024-07-17,2023-10-18,2024-07-21T01:16:01.201Z,10150,0,9,0.0,No detection,47.946318,-122.02520200000001,hmpxv clade ii,Snohomish,Washington
,WWS_ct_2603_Treatment plant_post grit removal,WWS,ID:2603,Treatment plant,2024-07-17,2023-10-27,2024-07-21T01:16:01.201Z,140000,0,9,0.0,No detection,41.070836,-73.550757,hmpxv clade ii,Fairfield,Connecticut
,NWSS_nj_2351_Treatment plant_raw wastewater,NWSS,ID:2351,Treatment plant,2024-07-16,2023-05-02,2024-07-23T16:03:29.000Z,19980,0,5,0.0,No detection,39.956931999999995,-74.98412300000001,nvo,Burlington,New Jersey
,WWS_ga_1697_Treatment plant_post grit removal,WWS,ID:1697,Treatment plant,2024-07-17,2022-07-11,2024-07-21T01:16:01.201Z,12818,0,9,0.0,No detection,34.117358,-84.472867,hmpxv clade ii,Fulton,Georgia
,WWS_ca_1766_Treatment plant_post grit removal,WWS,ID:1766,Treatment plant,2024-06-27,2022-12-02,2024-07-07T01:25:43.911Z,7286,0,1,0.0,No recent data,38.633288,-121.91931600000001,hmpxv clade ii,Yolo,California
,CDC_VERILY_tx_1140_Treatment plant_post grit removal,CDC_VERILY,ID:1140,Treatment plant,2024-07-17,2022-10-17,2024-07-20T21:49:17.392Z,539116,0,5,0.0,No detection,30.293148,-97.629151,nvo,Travis,Texas
,CDC_VERILY_me_2077_Treatment plant_post grit removal,CDC_VERILY,ID:2077,Treatment plant,2024-07-18,2023-03-27,2024-07-20T20:49:02.968Z,20000,0,6,0.0,No detection,45.067528,-68.745721,nvo,Penobscot,Maine
,NWSS_wa_1076_Treatment plant_raw wastewater,NWSS,ID:1076,Treatment plant,2024-07-11,2022-10-24,2024-07-17T16:15:19.000Z,35550,0,4,0.0,No detection,47.575416000000004,-120.362284,hmpxv,Chelan,Washington
,WWS_ca_1760_Treatment plant_post grit removal,WWS,ID:1760,Treatment plant,2024-06-28,2022-12-02,2024-07-07T01:25:43.911Z,4006,0,1,0.0,No recent data,38.776748999999995,-122.11264399999999,hmpxv clade ii,Yolo,California
,WWS_fl_1631_Treatment plant_post grit removal,WWS,ID:1631 -B,Treatment plant,2024-07-14,2022-10-27,2024-07-18T01:19:51.003Z,50000,0,6,0.0,No detection,28.468581,-81.501983,hmpxv clade ii,Orange,Florida
,CDC_VERILY_me_2498_Treatment plant_post grit removal,CDC_VERILY,ID:2498,Treatment plant,2024-07-17,2023-11-21,2024-07-20T21:49:17.392Z,8500,0,6,0.0,No detection,43.809307,-70.16717899999999,nvo,Cumberland,Maine
